Part #,SKU,Name,Category,Katana Type,Katana Subtype,Has BOM,Sellable,Notes,Is Subassembly
30001,FR-SOL-LCH-NT,"Solerno Lounge Chair Frame, Natural Teak",Frame,Product,Subassembly,No,No,Teak frame - component of heated furniture,Yes
30002,FR-SOL-LOV-NT,"Solerno Loveseat Frame, Natural Teak",Frame,Product,Subassembly,No,No,Teak frame - component of heated furniture,Yes
30003,FR-SOL-SOF-NT,"Solerno Sofa Frame, Natural Teak",Frame,Product,Subassembly,No,No,Teak frame - component of heated furniture,Yes
30004,FR-SOL-HOT-NT,"Solerno Heated Ottoman Frame, Natural Teak",Frame,Product,Subassembly,No,No,Teak frame - component of heated furniture,Yes
30005,FR-SOL-OTM-NT,"Solerno Ottoman Frame, Natural Teak",Frame,Product,Product for resale,No,Yes,Teak frame,No
30006,FR-SOL-CTB-NT,"Solerno Coffee Table Frame, Natural Teak",Frame,Product,Product for resale,No,Yes,Teak frame,No
30007,FR-SOL-STB-NT,"Solerno Side Table Frame, Natural Teak",Frame,Product,Product for resale,No,Yes,Teak frame,No
30008,FR-SOL-SVL-NT,"Solerno Swivel Chair Frame, Natural Teak",Frame,Product,Subassembly,No,No,Teak frame - component of heated furniture,Yes
30009,FR-SOL-CHS-NT,"Solerno Chaise Lounge Frame, Natural Teak",Frame,Product,Subassembly,No,No,Teak frame - component of heated furniture,Yes
30010,FR-SOL-DCH-NT,"Solerno Dining Side Chair Frame, Natural Teak",Frame,Product,Subassembly,No,No,Teak frame - component of heated furniture,Yes
30011,FR-SOL-DAC-NT,"Solerno Dining Arm Chair Frame, Natural Teak",Frame,Product,Subassembly,No,No,Teak frame - component of heated furniture,Yes
30012,FR-SOL-SDT-NT,"Solerno Square Dining Table Frame, Natural Teak",Frame,Product,Product for resale,No,Yes,Teak frame,No
30013,FR-SOL-RDT-NT,"Solerno Rectangle Dining Table Frame, Natural Teak",Frame,Product,Product for resale,No,Yes,Teak frame,No
70001,HT-PB-G1R-151,"Power Bar, Gen 1 Refresh, 151Wh",Heat Tech,Product,Kit,Yes,Yes,Kit includes charger,Yes
70002,HT-CHG-ADPT-90,"Charging Adapter, 90W",Heat Tech,Product,Product for resale,No,Yes,,Yes
70003,HT-MNT-G1,"Mount, Gen 1",Heat Tech,Product,Product for resale,No,Yes,,No
70004,HT-MNT-UNI,"Mount, Universal",Heat Tech,Product,Product for resale,No,Yes,,No
70005,HT-CHG-CRT-20,"Charging Cart, 20 Devices",Heat Tech,Product,Product for resale,No,Yes,,No
70006,HT-CHG-SPLT-2,"Power Splitter, 2-Way",Heat Tech,Product,Product for resale,No,Yes,,No
70007,HT-CHG-SPLT-3,"Power Splitter, 3-Way",Heat Tech,Product,Product for resale,No,Yes,,No
70008,HT-CHG-SPLT-4,"Power Splitter, 4-Way",Heat Tech,Product,Product for resale,No,Yes,,No
70009,HT-GPH-LS-SEAT-G1,"Graphene Heating Element, LS Seat, Gen 1",Heat Tech,Material,Material,No,No,,Yes
70010,HT-GPH-LS-BACK-G1,"Graphene Heating Element, LS Back, Gen 1",Heat Tech,Material,Material,No,No,,Yes
70011,HT-GPH-LS-PILB-G1,"Graphene Heating Element, LS Pillow Back, Gen 1",Heat Tech,Material,Material,No,No,,Yes
60001,PRO-SOL-LCH,"Protective Cover, Solerno Lounge Chair",Protective Cover,Product,Product for resale,No,Yes,,No
60002,PRO-SOL-LOV,"Protective Cover, Solerno Loveseat",Protective Cover,Product,Product for resale,No,Yes,,No
60003,PRO-SOL-SOF,"Protective Cover, Solerno Sofa",Protective Cover,Product,Product for resale,No,Yes,,No
60004,PRO-SOL-HOT,"Protective Cover, Solerno Heated Ottoman",Protective Cover,Product,Product for resale,No,Yes,,No
60005,PRO-SOL-OTM,"Protective Cover, Solerno Ottoman",Protective Cover,Product,Product for resale,No,Yes,,No
60006,PRO-SOL-CTB,"Protective Cover, Solerno Coffee Table",Protective Cover,Product,Product for resale,No,Yes,,No
60007,PRO-SOL-STB,"Protective Cover, Solerno Side Table",Protective Cover,Product,Product for resale,No,Yes,,No
60008,PRO-SOL-SVL,"Protective Cover, Solerno Swivel Chair",Protective Cover,Product,Product for resale,No,Yes,,No
60009,PRO-SOL-CHS,"Protective Cover, Solerno Chaise Lounge",Protective Cover,Product,Product for resale,No,Yes,,No
60010,PRO-SOL-DCH,"Protective Cover, Solerno Dining Side Chair",Protective Cover,Product,Product for resale,No,Yes,,No
60011,PRO-SOL-DAC,"Protective Cover, Solerno Dining Arm Chair",Protective Cover,Product,Product for resale,No,Yes,,No
60012,PRO-SOL-SDT,"Protective Cover, Solerno Square Dining Table",Protective Cover,Product,Product for resale,No,Yes,,No
60013,PRO-SOL-RDT,"Protective Cover, Solerno Rectangle Dining Table",Protective Cover,Product,Product for resale,No,Yes,,No
80001,ACC-THRW-ALO,"Sunbrella Signature Throw, Aloe",Accessory,Product,Product for resale,No,Yes,,No
80002,ACC-THRW-IND,"Sunbrella Signature Throw, Indigo",Accessory,Product,Product for resale,No,Yes,,No
80003,ACC-THRW-CBN,"Sunbrella Signature Throw, Carbon",Accessory,Product,Product for resale,No,Yes,,No
80004,ACC-THRW-DOV,"Sunbrella Signature Throw, Dove",Accessory,Product,Product for resale,No,Yes,,No
80005,ACC-THRW-CHR,"Sunbrella Signature Throw, Charcoal",Accessory,Product,Product for resale,No,Yes,,No
80006,ACC-THRW-SLT,"Sunbrella Signature Throw, Salt",Accessory,Product,Product for resale,No,Yes,,No
80007,ACC-CARE-TEAK,Teak Care Kit,Accessory,Product,Product for resale,No,Yes,,No
80008,ACC-CARE-SUN,Sunbrella Care Kit,Accessory,Product,Product for resale,No,Yes,,No
80009,SW-KIT-SM,"Swatch Kit, Small",Accessory,Product,Product for resale,No,Yes,Not a Katana kit - customer selects individual swatches,No
80010,SW-KIT-LG,"Swatch Kit, Large",Accessory,Product,Product for resale,No,Yes,Not a Katana kit - customer selects individual swatches,No
90001,MKT-CAT-RES,"Product Catalog, Residential",Marketing,Product,Product for resale,No,Yes,Version-based updates,No
90002,MKT-CAT-HOS,"Product Catalog, Hospitality",Marketing,Product,Product for resale,No,Yes,Version-based updates,No
40501,COR-LS-SEAT,"Core Insert, Lounge Seating, Seat",Core Insert,Product,Contract-manufactured,Yes,No,Internal subassembly - not sold separately,Yes
40502,COR-LS-BACK,"Core Insert, Lounge Seating, Back",Core Insert,Product,Contract-manufactured,Yes,No,Internal subassembly - not sold separately,Yes
40503,COR-LS-PILB,"Core Insert, Lounge Seating, Pillow Back",Core Insert,Product,Contract-manufactured,Yes,No,Internal subassembly - not sold separately,Yes
50001,SHL-LS-SEAT-ALO,"Shell, Seat, Bliss Aloe",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLIS-ALO,Yes
50002,SHL-LS-BACK-ALO,"Shell, Back, Bliss Aloe",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLIS-ALO,Yes
50003,SHL-LS-PILB-ALO,"Shell, Pillow Back, Bliss Aloe",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLIS-ALO,Yes
50004,SHL-LS-SEAT-IND,"Shell, Seat, Blend Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLND-IND,Yes
50005,SHL-LS-BACK-IND,"Shell, Back, Blend Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLND-IND,Yes
50006,SHL-LS-PILB-IND,"Shell, Pillow Back, Blend Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-BLND-IND,Yes
50007,SHL-LS-SEAT-BSQ,"Shell, Seat, Cast Bisque",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-BSQ,Yes
50008,SHL-LS-BACK-BSQ,"Shell, Back, Cast Bisque",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-BSQ,Yes
50009,SHL-LS-PILB-BSQ,"Shell, Pillow Back, Cast Bisque",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-BSQ,Yes
50010,SHL-LS-SEAT-SEA,"Shell, Seat, Cast Seaglass",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SEA,Yes
50011,SHL-LS-BACK-SEA,"Shell, Back, Cast Seaglass",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SEA,Yes
50012,SHL-LS-PILB-SEA,"Shell, Pillow Back, Cast Seaglass",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SEA,Yes
50013,SHL-LS-SEAT-SND,"Shell, Seat, Cast Sand",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SND,Yes
50014,SHL-LS-BACK-SND,"Shell, Back, Cast Sand",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SND,Yes
50015,SHL-LS-PILB-SND,"Shell, Pillow Back, Cast Sand",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CAST-SND,Yes
50016,SHL-LS-SEAT-JAV,"Shell, Seat, Canvas Java",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CNVS-JAV,Yes
50017,SHL-LS-BACK-JAV,"Shell, Back, Canvas Java",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CNVS-JAV,Yes
50018,SHL-LS-PILB-JAV,"Shell, Pillow Back, Canvas Java",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-CNVS-JAV,Yes
50019,SHL-LS-SEAT-DEW,"Shell, Seat, Exhale Dewdrop",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-EXHL-DEW,Yes
50020,SHL-LS-BACK-DEW,"Shell, Back, Exhale Dewdrop",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-EXHL-DEW,Yes
50021,SHL-LS-PILB-DEW,"Shell, Pillow Back, Exhale Dewdrop",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-EXHL-DEW,Yes
50022,SHL-LS-SEAT-CHR,"Shell, Seat, Heritage Charcoal",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-CHR,Yes
50023,SHL-LS-BACK-CHR,"Shell, Back, Heritage Charcoal",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-CHR,Yes
50024,SHL-LS-PILB-CHR,"Shell, Pillow Back, Heritage Charcoal",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-CHR,Yes
50025,SHL-LS-SEAT-LEF,"Shell, Seat, Heritage Leaf",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-LEF,Yes
50026,SHL-LS-BACK-LEF,"Shell, Back, Heritage Leaf",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-LEF,Yes
50027,SHL-LS-PILB-LEF,"Shell, Pillow Back, Heritage Leaf",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-LEF,Yes
50028,SHL-LS-SEAT-SBL,"Shell, Seat, Heritage Sable",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-SBL,Yes
50029,SHL-LS-BACK-SBL,"Shell, Back, Heritage Sable",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-SBL,Yes
50030,SHL-LS-PILB-SBL,"Shell, Pillow Back, Heritage Sable",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-HRTG-SBL,Yes
50031,SHL-LS-SEAT-GUL,"Shell, Seat, Sailcloth Seagull",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-GUL,Yes
50032,SHL-LS-BACK-GUL,"Shell, Back, Sailcloth Seagull",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-GUL,Yes
50033,SHL-LS-PILB-GUL,"Shell, Pillow Back, Sailcloth Seagull",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-GUL,Yes
50034,SHL-LS-SEAT-SAH,"Shell, Seat, Sailcloth Sahara",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SAH,Yes
50035,SHL-LS-BACK-SAH,"Shell, Back, Sailcloth Sahara",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SAH,Yes
50036,SHL-LS-PILB-SAH,"Shell, Pillow Back, Sailcloth Sahara",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SAH,Yes
50037,SHL-LS-SEAT-SLT,"Shell, Seat, Sailcloth Salt",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SLT,Yes
50038,SHL-LS-BACK-SLT,"Shell, Back, Sailcloth Salt",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SLT,Yes
50039,SHL-LS-PILB-SLT,"Shell, Pillow Back, Sailcloth Salt",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SAIL-SLT,Yes
50040,SHL-LS-SEAT-CBN,"Shell, Seat, Spectrum Carbon",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-CBN,Yes
50041,SHL-LS-BACK-CBN,"Shell, Back, Spectrum Carbon",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-CBN,Yes
50042,SHL-LS-PILB-CBN,"Shell, Pillow Back, Spectrum Carbon",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-CBN,Yes
50043,SHL-LS-SEAT-IND,"Shell, Seat, Spectrum Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-IND,Yes
50044,SHL-LS-BACK-IND,"Shell, Back, Spectrum Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-IND,Yes
50045,SHL-LS-PILB-IND,"Shell, Pillow Back, Spectrum Indigo",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-IND,Yes
50046,SHL-LS-SEAT-DOV,"Shell, Seat, Spectrum Dove",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-DOV,Yes
50047,SHL-LS-BACK-DOV,"Shell, Back, Spectrum Dove",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-DOV,Yes
50048,SHL-LS-PILB-DOV,"Shell, Pillow Back, Spectrum Dove",Shell,Product,Contract-manufactured,Yes,Yes,Spare/replacement part - Fabric: FAB-SUN-SPTM-DOV,Yes
40001,CSH-LS-SEAT-ALO,"Seat Cushion, Lounge Seating, Bliss Aloe",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40002,CSH-LS-BACK-ALO,"Back Cushion (foam), Lounge Seating, Bliss Aloe",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40003,CSH-LS-PILB-ALO,"Pillow Back Cushion, Lounge Seating, Bliss Aloe",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40004,CSH-LS-SEAT-IND,"Seat Cushion, Lounge Seating, Blend Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40005,CSH-LS-BACK-IND,"Back Cushion (foam), Lounge Seating, Blend Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40006,CSH-LS-PILB-IND,"Pillow Back Cushion, Lounge Seating, Blend Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40007,CSH-LS-SEAT-BSQ,"Seat Cushion, Lounge Seating, Cast Bisque",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40008,CSH-LS-BACK-BSQ,"Back Cushion (foam), Lounge Seating, Cast Bisque",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40009,CSH-LS-PILB-BSQ,"Pillow Back Cushion, Lounge Seating, Cast Bisque",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40010,CSH-LS-SEAT-SEA,"Seat Cushion, Lounge Seating, Cast Seaglass",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40011,CSH-LS-BACK-SEA,"Back Cushion (foam), Lounge Seating, Cast Seaglass",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40012,CSH-LS-PILB-SEA,"Pillow Back Cushion, Lounge Seating, Cast Seaglass",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40013,CSH-LS-SEAT-SND,"Seat Cushion, Lounge Seating, Cast Sand",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40014,CSH-LS-BACK-SND,"Back Cushion (foam), Lounge Seating, Cast Sand",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40015,CSH-LS-PILB-SND,"Pillow Back Cushion, Lounge Seating, Cast Sand",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40016,CSH-LS-SEAT-JAV,"Seat Cushion, Lounge Seating, Canvas Java",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40017,CSH-LS-BACK-JAV,"Back Cushion (foam), Lounge Seating, Canvas Java",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40018,CSH-LS-PILB-JAV,"Pillow Back Cushion, Lounge Seating, Canvas Java",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40019,CSH-LS-SEAT-DEW,"Seat Cushion, Lounge Seating, Exhale Dewdrop",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40020,CSH-LS-BACK-DEW,"Back Cushion (foam), Lounge Seating, Exhale Dewdrop",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40021,CSH-LS-PILB-DEW,"Pillow Back Cushion, Lounge Seating, Exhale Dewdrop",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40022,CSH-LS-SEAT-CHR,"Seat Cushion, Lounge Seating, Heritage Charcoal",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40023,CSH-LS-BACK-CHR,"Back Cushion (foam), Lounge Seating, Heritage Charcoal",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40024,CSH-LS-PILB-CHR,"Pillow Back Cushion, Lounge Seating, Heritage Charcoal",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40025,CSH-LS-SEAT-LEF,"Seat Cushion, Lounge Seating, Heritage Leaf",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40026,CSH-LS-BACK-LEF,"Back Cushion (foam), Lounge Seating, Heritage Leaf",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40027,CSH-LS-PILB-LEF,"Pillow Back Cushion, Lounge Seating, Heritage Leaf",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40028,CSH-LS-SEAT-SBL,"Seat Cushion, Lounge Seating, Heritage Sable",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40029,CSH-LS-BACK-SBL,"Back Cushion (foam), Lounge Seating, Heritage Sable",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40030,CSH-LS-PILB-SBL,"Pillow Back Cushion, Lounge Seating, Heritage Sable",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40031,CSH-LS-SEAT-GUL,"Seat Cushion, Lounge Seating, Sailcloth Seagull",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40032,CSH-LS-BACK-GUL,"Back Cushion (foam), Lounge Seating, Sailcloth Seagull",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40033,CSH-LS-PILB-GUL,"Pillow Back Cushion, Lounge Seating, Sailcloth Seagull",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40034,CSH-LS-SEAT-SAH,"Seat Cushion, Lounge Seating, Sailcloth Sahara",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40035,CSH-LS-BACK-SAH,"Back Cushion (foam), Lounge Seating, Sailcloth Sahara",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40036,CSH-LS-PILB-SAH,"Pillow Back Cushion, Lounge Seating, Sailcloth Sahara",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40037,CSH-LS-SEAT-SLT,"Seat Cushion, Lounge Seating, Sailcloth Salt",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40038,CSH-LS-BACK-SLT,"Back Cushion (foam), Lounge Seating, Sailcloth Salt",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40039,CSH-LS-PILB-SLT,"Pillow Back Cushion, Lounge Seating, Sailcloth Salt",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40040,CSH-LS-SEAT-CBN,"Seat Cushion, Lounge Seating, Spectrum Carbon",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40041,CSH-LS-BACK-CBN,"Back Cushion (foam), Lounge Seating, Spectrum Carbon",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40042,CSH-LS-PILB-CBN,"Pillow Back Cushion, Lounge Seating, Spectrum Carbon",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
40043,CSH-LS-SEAT-IND,"Seat Cushion, Lounge Seating, Spectrum Indigo",Cushion,Product,Finished Good,Yes,Yes,Complete cushion = Shell + Core Insert,Yes
