Part #,SKU,Name,Category,Katana Type,Katana Subtype,Has BOM,Sellable,Notes,Is Subassembly
10305,SOL-CHS-NTK-DOV-ST1,"Solerno Chaise Lounge, Dove, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dove fabric, foam back",No
10306,SOL-CHS-NTK-DOV-ST2,"Solerno Chaise Lounge, Dove, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dove fabric, pillow back",No
10307,SOL-CHS-NTK-CHR-ST1,"Solerno Chaise Lounge, Charcoal, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Charcoal fabric, foam back",No
10308,SOL-CHS-NTK-CHR-ST2,"Solerno Chaise Lounge, Charcoal, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Charcoal fabric, pillow back",No
10309,SOL-CHS-NTK-LEF-ST1,"Solerno Chaise Lounge, Leaf, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Leaf fabric, foam back",No
10310,SOL-CHS-NTK-LEF-ST2,"Solerno Chaise Lounge, Leaf, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Leaf fabric, pillow back",No
10311,SOL-CHS-NTK-SBL-ST1,"Solerno Chaise Lounge, Sable, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sable fabric, foam back",No
10312,SOL-CHS-NTK-SBL-ST2,"Solerno Chaise Lounge, Sable, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sable fabric, pillow back",No
10313,SOL-CHS-NTK-SLT-ST1,"Solerno Chaise Lounge, Salt, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Salt fabric, foam back",No
10314,SOL-CHS-NTK-SLT-ST2,"Solerno Chaise Lounge, Salt, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Salt fabric, pillow back",No
10315,SOL-CHS-NTK-SAH-ST1,"Solerno Chaise Lounge, Sahara, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sahara fabric, foam back",No
10316,SOL-CHS-NTK-SAH-ST2,"Solerno Chaise Lounge, Sahara, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sahara fabric, pillow back",No
10317,SOL-CHS-NTK-GUL-ST1,"Solerno Chaise Lounge, Seagull, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seagull fabric, foam back",No
10318,SOL-CHS-NTK-GUL-ST2,"Solerno Chaise Lounge, Seagull, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seagull fabric, pillow back",No
10319,SOL-CHS-NTK-BSQ-ST1,"Solerno Chaise Lounge, Bisque, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Bisque fabric, foam back",No
10320,SOL-CHS-NTK-BSQ-ST2,"Solerno Chaise Lounge, Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Bisque fabric, pillow back",No
10321,SOL-CHS-NTK-SEA-ST1,"Solerno Chaise Lounge, Seaglass, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seaglass fabric, foam back",No
10322,SOL-CHS-NTK-SEA-ST2,"Solerno Chaise Lounge, Seaglass, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seaglass fabric, pillow back",No
10323,SOL-CHS-NTK-SND-ST1,"Solerno Chaise Lounge, Sand, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sand fabric, foam back",No
10324,SOL-CHS-NTK-SND-ST2,"Solerno Chaise Lounge, Sand, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sand fabric, pillow back",No
10325,SOL-CHS-NTK-ALO-ST1,"Solerno Chaise Lounge, Aloe, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Aloe fabric, foam back",No
10326,SOL-CHS-NTK-ALO-ST2,"Solerno Chaise Lounge, Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Aloe fabric, pillow back",No
10327,SOL-CHS-NTK-JAV-ST1,"Solerno Chaise Lounge, Java, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Java fabric, foam back",No
10328,SOL-CHS-NTK-JAV-ST2,"Solerno Chaise Lounge, Java, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Java fabric, pillow back",No
10329,SOL-CHS-NTK-DEW-ST1,"Solerno Chaise Lounge, Dewdrop, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dewdrop fabric, foam back",No
10330,SOL-CHS-NTK-DEW-ST2,"Solerno Chaise Lounge, Dewdrop, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dewdrop fabric, pillow back",No
10331,SOL-CHS-NTK-EMB-ST1,"Solerno Chaise Lounge, Ember, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Ember fabric, foam back",No
10332,SOL-CHS-NTK-EMB-ST2,"Solerno Chaise Lounge, Ember, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Ember fabric, pillow back",No
10401,SOL-SVL-NTK-CBN-ST1,"Solerno Swivel Chair, Carbon, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Carbon fabric, foam back",No
10402,SOL-SVL-NTK-CBN-ST2,"Solerno Swivel Chair, Carbon, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Carbon fabric, pillow back",No
10403,SOL-SVL-NTK-IND-ST1,"Solerno Swivel Chair, Indigo, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Indigo fabric, foam back",No
10404,SOL-SVL-NTK-IND-ST2,"Solerno Swivel Chair, Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Indigo fabric, pillow back",No
10405,SOL-SVL-NTK-DOV-ST1,"Solerno Swivel Chair, Dove, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dove fabric, foam back",No
10406,SOL-SVL-NTK-DOV-ST2,"Solerno Swivel Chair, Dove, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dove fabric, pillow back",No
10407,SOL-SVL-NTK-CHR-ST1,"Solerno Swivel Chair, Charcoal, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Charcoal fabric, foam back",No
10408,SOL-SVL-NTK-CHR-ST2,"Solerno Swivel Chair, Charcoal, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Charcoal fabric, pillow back",No
10409,SOL-SVL-NTK-LEF-ST1,"Solerno Swivel Chair, Leaf, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Leaf fabric, foam back",No
10410,SOL-SVL-NTK-LEF-ST2,"Solerno Swivel Chair, Leaf, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Leaf fabric, pillow back",No
10411,SOL-SVL-NTK-SBL-ST1,"Solerno Swivel Chair, Sable, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sable fabric, foam back",No
10412,SOL-SVL-NTK-SBL-ST2,"Solerno Swivel Chair, Sable, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sable fabric, pillow back",No
10413,SOL-SVL-NTK-SLT-ST1,"Solerno Swivel Chair, Salt, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Salt fabric, foam back",No
10414,SOL-SVL-NTK-SLT-ST2,"Solerno Swivel Chair, Salt, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Salt fabric, pillow back",No
10415,SOL-SVL-NTK-SAH-ST1,"Solerno Swivel Chair, Sahara, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sahara fabric, foam back",No
10416,SOL-SVL-NTK-SAH-ST2,"Solerno Swivel Chair, Sahara, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sahara fabric, pillow back",No
10417,SOL-SVL-NTK-GUL-ST1,"Solerno Swivel Chair, Seagull, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seagull fabric, foam back",No
10418,SOL-SVL-NTK-GUL-ST2,"Solerno Swivel Chair, Seagull, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seagull fabric, pillow back",No
10419,SOL-SVL-NTK-BSQ-ST1,"Solerno Swivel Chair, Bisque, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Bisque fabric, foam back",No
10420,SOL-SVL-NTK-BSQ-ST2,"Solerno Swivel Chair, Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Bisque fabric, pillow back",No
10421,SOL-SVL-NTK-SEA-ST1,"Solerno Swivel Chair, Seaglass, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seaglass fabric, foam back",No
10422,SOL-SVL-NTK-SEA-ST2,"Solerno Swivel Chair, Seaglass, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seaglass fabric, pillow back",No
10423,SOL-SVL-NTK-SND-ST1,"Solerno Swivel Chair, Sand, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sand fabric, foam back",No
10424,SOL-SVL-NTK-SND-ST2,"Solerno Swivel Chair, Sand, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sand fabric, pillow back",No
10425,SOL-SVL-NTK-ALO-ST1,"Solerno Swivel Chair, Aloe, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Aloe fabric, foam back",No
10426,SOL-SVL-NTK-ALO-ST2,"Solerno Swivel Chair, Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Aloe fabric, pillow back",No
10427,SOL-SVL-NTK-JAV-ST1,"Solerno Swivel Chair, Java, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Java fabric, foam back",No
10428,SOL-SVL-NTK-JAV-ST2,"Solerno Swivel Chair, Java, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Java fabric, pillow back",No
10429,SOL-SVL-NTK-DEW-ST1,"Solerno Swivel Chair, Dewdrop, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dewdrop fabric, foam back",No
10430,SOL-SVL-NTK-DEW-ST2,"Solerno Swivel Chair, Dewdrop, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dewdrop fabric, pillow back",No
10431,SOL-SVL-NTK-EMB-ST1,"Solerno Swivel Chair, Ember, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Ember fabric, foam back",No
10432,SOL-SVL-NTK-EMB-ST2,"Solerno Swivel Chair, Ember, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Ember fabric, pillow back",No
10501,SOL-HOT-NTK-CBN,"Solerno Heated Ottoman, Carbon",Finished Good,Product,Make-to-Order,Yes,Yes,Carbon fabric,No
10502,SOL-HOT-NTK-IND,"Solerno Heated Ottoman, Indigo",Finished Good,Product,Make-to-Order,Yes,Yes,Indigo fabric,No
10503,SOL-HOT-NTK-DOV,"Solerno Heated Ottoman, Dove",Finished Good,Product,Make-to-Order,Yes,Yes,Dove fabric,No
10504,SOL-HOT-NTK-CHR,"Solerno Heated Ottoman, Charcoal",Finished Good,Product,Make-to-Order,Yes,Yes,Charcoal fabric,No
10505,SOL-HOT-NTK-LEF,"Solerno Heated Ottoman, Leaf",Finished Good,Product,Make-to-Order,Yes,Yes,Leaf fabric,No
10506,SOL-HOT-NTK-SBL,"Solerno Heated Ottoman, Sable",Finished Good,Product,Make-to-Order,Yes,Yes,Sable fabric,No
10507,SOL-HOT-NTK-SLT,"Solerno Heated Ottoman, Salt",Finished Good,Product,Make-to-Order,Yes,Yes,Salt fabric,No
10508,SOL-HOT-NTK-SAH,"Solerno Heated Ottoman, Sahara",Finished Good,Product,Make-to-Order,Yes,Yes,Sahara fabric,No
10509,SOL-HOT-NTK-GUL,"Solerno Heated Ottoman, Seagull",Finished Good,Product,Make-to-Order,Yes,Yes,Seagull fabric,No
10510,SOL-HOT-NTK-BSQ,"Solerno Heated Ottoman, Bisque",Finished Good,Product,Make-to-Order,Yes,Yes,Bisque fabric,No
10511,SOL-HOT-NTK-SEA,"Solerno Heated Ottoman, Seaglass",Finished Good,Product,Make-to-Order,Yes,Yes,Seaglass fabric,No
10512,SOL-HOT-NTK-SND,"Solerno Heated Ottoman, Sand",Finished Good,Product,Make-to-Order,Yes,Yes,Sand fabric,No
10513,SOL-HOT-NTK-ALO,"Solerno Heated Ottoman, Aloe",Finished Good,Product,Make-to-Order,Yes,Yes,Aloe fabric,No
10514,SOL-HOT-NTK-JAV,"Solerno Heated Ottoman, Java",Finished Good,Product,Make-to-Order,Yes,Yes,Java fabric,No
10515,SOL-HOT-NTK-DEW,"Solerno Heated Ottoman, Dewdrop",Finished Good,Product,Make-to-Order,Yes,Yes,Dewdrop fabric,No
10516,SOL-HOT-NTK-EMB,"Solerno Heated Ottoman, Ember",Finished Good,Product,Make-to-Order,Yes,Yes,Ember fabric,No
10601,SOL-DAC-NTK-CBN-ST1,"Solerno Dining Arm Chair, Carbon, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Carbon fabric, foam back",No
10602,SOL-DAC-NTK-CBN-ST2,"Solerno Dining Arm Chair, Carbon, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Carbon fabric, pillow back",No
10603,SOL-DAC-NTK-IND-ST1,"Solerno Dining Arm Chair, Indigo, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Indigo fabric, foam back",No
10604,SOL-DAC-NTK-IND-ST2,"Solerno Dining Arm Chair, Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Indigo fabric, pillow back",No
10605,SOL-DAC-NTK-DOV-ST1,"Solerno Dining Arm Chair, Dove, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dove fabric, foam back",No
10606,SOL-DAC-NTK-DOV-ST2,"Solerno Dining Arm Chair, Dove, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dove fabric, pillow back",No
10607,SOL-DAC-NTK-CHR-ST1,"Solerno Dining Arm Chair, Charcoal, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Charcoal fabric, foam back",No
10608,SOL-DAC-NTK-CHR-ST2,"Solerno Dining Arm Chair, Charcoal, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Charcoal fabric, pillow back",No
10609,SOL-DAC-NTK-LEF-ST1,"Solerno Dining Arm Chair, Leaf, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Leaf fabric, foam back",No
10610,SOL-DAC-NTK-LEF-ST2,"Solerno Dining Arm Chair, Leaf, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Leaf fabric, pillow back",No
10611,SOL-DAC-NTK-SBL-ST1,"Solerno Dining Arm Chair, Sable, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sable fabric, foam back",No
10612,SOL-DAC-NTK-SBL-ST2,"Solerno Dining Arm Chair, Sable, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sable fabric, pillow back",No
10613,SOL-DAC-NTK-SLT-ST1,"Solerno Dining Arm Chair, Salt, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Salt fabric, foam back",No
10614,SOL-DAC-NTK-SLT-ST2,"Solerno Dining Arm Chair, Salt, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Salt fabric, pillow back",No
10615,SOL-DAC-NTK-SAH-ST1,"Solerno Dining Arm Chair, Sahara, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sahara fabric, foam back",No
10616,SOL-DAC-NTK-SAH-ST2,"Solerno Dining Arm Chair, Sahara, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sahara fabric, pillow back",No
10617,SOL-DAC-NTK-GUL-ST1,"Solerno Dining Arm Chair, Seagull, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seagull fabric, foam back",No
10618,SOL-DAC-NTK-GUL-ST2,"Solerno Dining Arm Chair, Seagull, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seagull fabric, pillow back",No
10619,SOL-DAC-NTK-BSQ-ST1,"Solerno Dining Arm Chair, Bisque, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Bisque fabric, foam back",No
10620,SOL-DAC-NTK-BSQ-ST2,"Solerno Dining Arm Chair, Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Bisque fabric, pillow back",No
10621,SOL-DAC-NTK-SEA-ST1,"Solerno Dining Arm Chair, Seaglass, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seaglass fabric, foam back",No
10622,SOL-DAC-NTK-SEA-ST2,"Solerno Dining Arm Chair, Seaglass, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seaglass fabric, pillow back",No
10623,SOL-DAC-NTK-SND-ST1,"Solerno Dining Arm Chair, Sand, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sand fabric, foam back",No
10624,SOL-DAC-NTK-SND-ST2,"Solerno Dining Arm Chair, Sand, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sand fabric, pillow back",No
10625,SOL-DAC-NTK-ALO-ST1,"Solerno Dining Arm Chair, Aloe, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Aloe fabric, foam back",No
10626,SOL-DAC-NTK-ALO-ST2,"Solerno Dining Arm Chair, Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Aloe fabric, pillow back",No
10627,SOL-DAC-NTK-JAV-ST1,"Solerno Dining Arm Chair, Java, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Java fabric, foam back",No
10628,SOL-DAC-NTK-JAV-ST2,"Solerno Dining Arm Chair, Java, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Java fabric, pillow back",No
10629,SOL-DAC-NTK-DEW-ST1,"Solerno Dining Arm Chair, Dewdrop, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dewdrop fabric, foam back",No
10630,SOL-DAC-NTK-DEW-ST2,"Solerno Dining Arm Chair, Dewdrop, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dewdrop fabric, pillow back",No
10631,SOL-DAC-NTK-EMB-ST1,"Solerno Dining Arm Chair, Ember, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Ember fabric, foam back",No
10632,SOL-DAC-NTK-EMB-ST2,"Solerno Dining Arm Chair, Ember, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Ember fabric, pillow back",No
10701,SOL-DCH-NTK-CBN-ST1,"Solerno Dining Side Chair, Carbon, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Carbon fabric, foam back",No
10702,SOL-DCH-NTK-CBN-ST2,"Solerno Dining Side Chair, Carbon, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Carbon fabric, pillow back",No
10703,SOL-DCH-NTK-IND-ST1,"Solerno Dining Side Chair, Indigo, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Indigo fabric, foam back",No
10704,SOL-DCH-NTK-IND-ST2,"Solerno Dining Side Chair, Indigo, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Indigo fabric, pillow back",No
10705,SOL-DCH-NTK-DOV-ST1,"Solerno Dining Side Chair, Dove, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dove fabric, foam back",No
10706,SOL-DCH-NTK-DOV-ST2,"Solerno Dining Side Chair, Dove, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dove fabric, pillow back",No
10707,SOL-DCH-NTK-CHR-ST1,"Solerno Dining Side Chair, Charcoal, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Charcoal fabric, foam back",No
10708,SOL-DCH-NTK-CHR-ST2,"Solerno Dining Side Chair, Charcoal, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Charcoal fabric, pillow back",No
10709,SOL-DCH-NTK-LEF-ST1,"Solerno Dining Side Chair, Leaf, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Leaf fabric, foam back",No
10710,SOL-DCH-NTK-LEF-ST2,"Solerno Dining Side Chair, Leaf, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Leaf fabric, pillow back",No
10711,SOL-DCH-NTK-SBL-ST1,"Solerno Dining Side Chair, Sable, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sable fabric, foam back",No
10712,SOL-DCH-NTK-SBL-ST2,"Solerno Dining Side Chair, Sable, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sable fabric, pillow back",No
10713,SOL-DCH-NTK-SLT-ST1,"Solerno Dining Side Chair, Salt, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Salt fabric, foam back",No
10714,SOL-DCH-NTK-SLT-ST2,"Solerno Dining Side Chair, Salt, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Salt fabric, pillow back",No
10715,SOL-DCH-NTK-SAH-ST1,"Solerno Dining Side Chair, Sahara, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sahara fabric, foam back",No
10716,SOL-DCH-NTK-SAH-ST2,"Solerno Dining Side Chair, Sahara, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sahara fabric, pillow back",No
10717,SOL-DCH-NTK-GUL-ST1,"Solerno Dining Side Chair, Seagull, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seagull fabric, foam back",No
10718,SOL-DCH-NTK-GUL-ST2,"Solerno Dining Side Chair, Seagull, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seagull fabric, pillow back",No
10719,SOL-DCH-NTK-BSQ-ST1,"Solerno Dining Side Chair, Bisque, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Bisque fabric, foam back",No
10720,SOL-DCH-NTK-BSQ-ST2,"Solerno Dining Side Chair, Bisque, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Bisque fabric, pillow back",No
10721,SOL-DCH-NTK-SEA-ST1,"Solerno Dining Side Chair, Seaglass, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seaglass fabric, foam back",No
10722,SOL-DCH-NTK-SEA-ST2,"Solerno Dining Side Chair, Seaglass, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Seaglass fabric, pillow back",No
10723,SOL-DCH-NTK-SND-ST1,"Solerno Dining Side Chair, Sand, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sand fabric, foam back",No
10724,SOL-DCH-NTK-SND-ST2,"Solerno Dining Side Chair, Sand, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Sand fabric, pillow back",No
10725,SOL-DCH-NTK-ALO-ST1,"Solerno Dining Side Chair, Aloe, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Aloe fabric, foam back",No
10726,SOL-DCH-NTK-ALO-ST2,"Solerno Dining Side Chair, Aloe, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Aloe fabric, pillow back",No
10727,SOL-DCH-NTK-JAV-ST1,"Solerno Dining Side Chair, Java, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Java fabric, foam back",No
10728,SOL-DCH-NTK-JAV-ST2,"Solerno Dining Side Chair, Java, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Java fabric, pillow back",No
10729,SOL-DCH-NTK-DEW-ST1,"Solerno Dining Side Chair, Dewdrop, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dewdrop fabric, foam back",No
10730,SOL-DCH-NTK-DEW-ST2,"Solerno Dining Side Chair, Dewdrop, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Dewdrop fabric, pillow back",No
10731,SOL-DCH-NTK-EMB-ST1,"Solerno Dining Side Chair, Ember, Standard Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Ember fabric, foam back",No
10732,SOL-DCH-NTK-EMB-ST2,"Solerno Dining Side Chair, Ember, Pillow Back",Finished Good,Product,Make-to-Order,Yes,Yes,"Ember fabric, pillow back",No
